model,fit_success,residual_nrmse,near_parameter_bound,elite_parameter_cv,n_parameters,n_starting_points,n_successful_fits,rs_ohm,rct_ohm,q_s_alpha_per_ohm,warburg_sigma_ohm_s_minus_half,alpha,member_path,file_name,cell_id,cell_family,chemistry_type,temperature_deg_c,voltage_v,rct2_ohm,q2_s_alpha_per_ohm,alpha1,alpha2,fit_reliable
randles_cpe,True,0.08678779701642024,False,6.593866469547942e-05,4,6,6,0.02036380425423282,0.045781734876668874,1.2158137541877838,,0.6269998351332575,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3187mV_25gradC_EIS.csv,20231113_TC23LFP04_3187mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.187,,,,,False
randles_cpe_warburg,True,0.07410230336653417,False,3.942500726147551e-05,5,8,8,0.020949110777542832,0.035935325573915676,0.6111229367359813,0.008456667529617806,0.7397209655664254,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3187mV_25gradC_EIS.csv,20231113_TC23LFP04_3187mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.187,,,,,False
two_arc_cpe,True,0.08678779703512202,True,37.14560403859445,7,8,8,0.020263392674529136,0.00010043162891690315,1.000000000000002e-08,,0.30000000000000004,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3187mV_25gradC_EIS.csv,20231113_TC23LFP04_3187mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.187,0.04578150022579788,1.2157776523389872,0.30000000000000004,0.6270041618828691,False
two_arc_cpe_warburg,True,0.07410230338200476,True,0.9365218014363591,8,10,10,0.016930615327843027,0.0040184929877427585,1.000000000000002e-08,0.008456665203672137,0.3000000000259406,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3187mV_25gradC_EIS.csv,20231113_TC23LFP04_3187mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.187,0.035935332848707806,0.6111238504599499,0.3000000000259406,0.7397206592381791,False
randles_cpe,True,0.08278149297027361,False,5.931836864822733e-05,4,6,6,0.020355489056152178,0.04491415507260439,1.2088436911887532,,0.6254608185698438,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3214mV_25gradC_EIS.csv,20231113_TC23LFP04_3214mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.214,,,,,False
randles_cpe_warburg,True,0.07234815554769441,False,5.262550840494202e-05,5,8,8,0.020901900058729633,0.03602574261708262,0.6406544500341037,0.007592096147271362,0.7287421225504676,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3214mV_25gradC_EIS.csv,20231113_TC23LFP04_3214mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.214,,,,,False
two_arc_cpe,True,0.08278149297321205,True,0.03273198470717734,7,8,8,0.020254669253330762,0.00010079860528311013,5.2538302261195e-08,,0.31799471673202606,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3214mV_25gradC_EIS.csv,20231113_TC23LFP04_3214mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.214,0.04491447199612465,1.2088933495946477,0.31799471673202606,0.6254551055714115,False
two_arc_cpe_warburg,True,0.07234815554647428,True,50.4685807434053,8,10,10,0.020801073772845034,0.00010084432697267214,1.0000000000000164e-08,0.007592121010094051,0.30000000000000004,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3214mV_25gradC_EIS.csv,20231113_TC23LFP04_3214mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.214,0.03602567416113303,0.640646219958513,0.30000000000000004,0.7287445638685796,False
randles_cpe,True,0.08206183382037563,False,9.874694799675017e-05,4,6,6,0.020368068898113715,0.045142872817937024,1.1139349178750824,,0.6346114151119943,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3246mV_25gradC_EIS.csv,20231113_TC23LFP04_3246mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.246,,,,,False
randles_cpe_warburg,True,0.07296771397482679,False,5.658220570487638e-05,5,8,8,0.020851131789539325,0.03711008910109513,0.6382921627713483,0.006974766291777512,0.7251286981646771,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3246mV_25gradC_EIS.csv,20231113_TC23LFP04_3246mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.246,,,,,False
two_arc_cpe,True,0.08206183382088382,True,10.222912481094465,7,8,8,0.020267478939211367,0.00010058570686239613,1.0000000000015052e-08,,0.30000129902296474,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3246mV_25gradC_EIS.csv,20231113_TC23LFP04_3246mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.246,0.04514286614737152,1.113934136854014,0.30000129902296474,0.6346113342194721,False
two_arc_cpe_warburg,True,0.072967713978,True,2.327358671492161,8,10,10,0.019296783043535902,0.0015543530832877418,1.3566181903837675e-08,0.006974773871738683,0.31511059152529514,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3246mV_25gradC_EIS.csv,20231113_TC23LFP04_3246mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.246,0.0371100692412777,0.6382899510768256,0.31511059152529514,0.7251293235716855,False
randles_cpe,True,0.08203672616247548,False,0.00010068784663409561,4,6,6,0.020368864963821058,0.049854479678482666,1.076921175551542,,0.6341446938308332,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3271mV_27gradC_EIS.csv,20231113_TC23LFP04_3271mV_27gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,27.0,3.271,,,,,False
randles_cpe_warburg,True,0.07326222617287877,False,4.659557810886724e-05,5,8,8,0.020854491978705075,0.04114658802986703,0.64264279750572,0.007499999500470613,0.7191924528913615,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3271mV_27gradC_EIS.csv,20231113_TC23LFP04_3271mV_27gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,27.0,3.271,,,,,False
two_arc_cpe,True,0.08203672617689195,True,9.088780208649288,7,8,8,0.02026816149833251,0.00010071835272526444,1.000000000000002e-08,,0.30000000000000004,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3271mV_27gradC_EIS.csv,20231113_TC23LFP04_3271mV_27gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,27.0,3.271,0.049854259366080914,1.0768937350384216,0.30000000000000004,0.634148271915117,False
two_arc_cpe_warburg,True,0.07326222618779045,True,1.0091377128794627,8,10,10,0.016844801534649394,0.004009660005802062,1.000000000000002e-08,0.007499961925055915,0.30000000000000004,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3271mV_27gradC_EIS.csv,20231113_TC23LFP04_3271mV_27gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,27.0,3.271,0.041146696999030924,0.6426542085427808,0.30000000000000004,0.7191889221899621,False
randles_cpe,True,0.07890124822807507,False,0.00029784901533044377,4,6,6,0.02053406116348989,0.04960960825719007,1.0379097635830306,,0.6381018134388544,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3279mV_26gradC_EIS.csv,20231113_TC23LFP04_3279mV_26gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,26.0,3.279,,,,,False
randles_cpe_warburg,True,0.07102122473499223,False,3.570745500536075e-05,5,8,8,0.02098102983244178,0.04163063214329379,0.6489392320287563,0.006916279851533414,0.7154877986231466,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3279mV_26gradC_EIS.csv,20231113_TC23LFP04_3279mV_26gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,26.0,3.279,,,,,False
two_arc_cpe,True,0.07890124823087473,True,11.226649166444618,7,8,8,0.02043406556251593,0.00010000217880022439,1.4229225872808974e-06,,0.3069212765558194,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3279mV_26gradC_EIS.csv,20231113_TC23LFP04_3279mV_26gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,26.0,3.279,0.049609570142116484,1.0379037111117595,0.3069212765558194,0.6381027800038975,False
two_arc_cpe_warburg,True,0.06890970397981289,True,0.0,8,10,10,0.021243670503029468,0.0338748687477903,0.6047444309482305,0.00736872619685268,0.8246968717115538,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3279mV_26gradC_EIS.csv,20231113_TC23LFP04_3279mV_26gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,26.0,3.279,0.006426892942286528,0.1006353807309167,0.8246968717115538,0.9999999999998556,False
randles_cpe,True,0.07878617595376562,False,0.00012390740620017948,4,6,6,0.020447338487262483,0.04542134555462446,1.0738668998116132,,0.6354521365753351,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3287mV_25gradC_EIS.csv,20231113_TC23LFP04_3287mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.287,,,,,False
randles_cpe_warburg,True,0.0707349162057082,False,5.600017831053108e-05,5,8,8,0.020898079257990483,0.037967756708172845,0.6488444532530697,0.006551330331744245,0.7171999588280256,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3287mV_25gradC_EIS.csv,20231113_TC23LFP04_3287mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.287,,,,,False
two_arc_cpe,True,0.07878617596184086,True,0.9857173432511189,7,8,8,0.01927763669220537,0.0011697191639771457,1.000000000000002e-08,,0.30000000000000004,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3287mV_25gradC_EIS.csv,20231113_TC23LFP04_3287mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.287,0.04542121217165845,1.073847277010625,0.30000000000000004,0.6354549614696928,False
two_arc_cpe_warburg,True,0.0707349162198133,True,0.9102108696690151,8,10,10,0.016961797654867765,0.003936317794535119,1.000000000000002e-08,0.006551372040298037,0.3000000000000009,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3287mV_25gradC_EIS.csv,20231113_TC23LFP04_3287mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.287,0.03796763362581799,0.648830109036418,0.3000000000000009,0.717204291016951,False
randles_cpe,True,0.07905256690432687,False,0.00011016000592858785,4,6,6,0.020445722445511946,0.04500184121081938,1.0872918361700912,,0.633462303583235,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3297mV_25gradC_EIS.csv,20231113_TC23LFP04_3297mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.297,,,,,False
randles_cpe_warburg,True,0.07129530045267607,False,6.731590279092699e-05,5,8,8,0.020893240930299886,0.03767204979312289,0.6581933780390807,0.006412714726032838,0.7146437024805187,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3297mV_25gradC_EIS.csv,20231113_TC23LFP04_3297mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.297,,,,,False
two_arc_cpe,True,0.07905256692102937,True,17.700791687761015,7,8,8,0.020344246253874994,0.00010145439455650461,1.0000000000003498e-08,,0.30000000000048405,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3297mV_25gradC_EIS.csv,20231113_TC23LFP04_3297mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.297,0.04500224292370041,1.0873509092647018,0.30000000000048405,0.6334550467911961,False
two_arc_cpe_warburg,True,0.07129530045063667,True,5.797380589978748,8,10,10,0.020224741759162647,0.0006685172147409112,1.0000025175249027e-08,0.006412734807446373,0.3000000080803843,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3297mV_25gradC_EIS.csv,20231113_TC23LFP04_3297mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.297,0.03767198973428454,0.6581862213084562,0.3000000080803843,0.7146458417005395,False
randles_cpe,True,0.07960403924567658,False,3.802595467011255e-05,4,6,6,0.020569282023672076,0.04958907885220297,1.2247584073790283,,0.6119857677841957,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3316mV_25gradC_EIS.csv,20231113_TC23LFP04_3316mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.316,,,,,False
randles_cpe_warburg,True,0.07018102645092156,False,5.38283444037658e-05,5,8,8,0.021128082476793677,0.04020471311174343,0.6933536800911763,0.007678589219286981,0.7048766323510856,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3316mV_25gradC_EIS.csv,20231113_TC23LFP04_3316mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.316,,,,,False
two_arc_cpe,True,0.0796040392484911,True,7.66519678540578,7,8,8,0.020468698461991414,0.00010058493088594637,1.000000000000002e-08,,0.30000000000000004,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3316mV_25gradC_EIS.csv,20231113_TC23LFP04_3316mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.316,0.04958902131597877,1.2247507596970109,0.30000000000000004,0.6119865573719738,False
two_arc_cpe_warburg,True,0.07018102646987315,True,0.8061044806587129,8,10,10,0.01698154358647859,0.004146570975998898,1.0050242115954574e-08,0.007678616549783328,0.30064066733515055,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3316mV_25gradC_EIS.csv,20231113_TC23LFP04_3316mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.316,0.04020462138310014,0.6933427846365585,0.30064066733515055,0.7048799453827685,False
randles_cpe,True,0.07979517704159658,False,2.79501681828672e-05,4,6,6,0.020663933055428126,0.04656946406216843,1.1725717719437527,,0.6188758078650535,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3321mV_24gradC_EIS.csv,20231113_TC23LFP04_3321mV_24gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,24.0,3.321,,,,,False
randles_cpe_warburg,True,0.07132887484824248,False,7.550262932919028e-05,5,8,8,0.021175459315511867,0.03830152718786787,0.6773856943658628,0.006976413494057007,0.7074396504112136,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3321mV_24gradC_EIS.csv,20231113_TC23LFP04_3321mV_24gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,24.0,3.321,,,,,False
two_arc_cpe,True,0.07979517705044101,True,39.6758776252403,7,8,8,0.02056319806716617,0.00010074637150713113,1.000000000000002e-08,,0.30000000000000004,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3321mV_24gradC_EIS.csv,20231113_TC23LFP04_3321mV_24gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,24.0,3.321,0.04656930131720205,1.172548014762121,0.30000000000000004,0.6188786191394976,False
two_arc_cpe_warburg,True,0.07132887487064167,True,0.7533793516852035,8,10,10,0.01702120773240691,0.004154176466649965,1.0000000000001717e-08,0.006976334037676809,0.30000000000000004,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3321mV_24gradC_EIS.csv,20231113_TC23LFP04_3321mV_24gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,24.0,3.321,0.038301770202882716,0.6774145719510342,0.30000000000000004,0.7074311627231679,False
randles_cpe,True,0.11958172536421062,False,2.4209799250686313e-05,4,6,6,0.016679972900968572,0.09767191958470643,6.050471162733036,,0.3516600530334669,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3455mV_25gradC_EIS.csv,20231113_TC23LFP04_3455mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.455,,,,,False
randles_cpe_warburg,True,0.07582345277478565,False,9.02978611551673e-05,5,8,8,0.02047491784352172,0.03136330057973694,0.4517052732855743,0.022745817951823646,0.7733908478876217,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3455mV_25gradC_EIS.csv,20231113_TC23LFP04_3455mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.455,,,,,False
two_arc_cpe,True,0.07371867875110824,True,0.0,7,8,8,0.02039740816208299,0.038089026684241294,0.6040135554373008,,0.6728920031496354,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3455mV_25gradC_EIS.csv,20231113_TC23LFP04_3455mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.455,0.999999999965068,36.44068301738787,0.720682013233625,0.6728920031496354,False
two_arc_cpe_warburg,True,0.07582345284291425,True,0.313561870828279,8,10,10,0.011489182206607454,0.008985824358815507,1.000000000000002e-08,0.022746005246467832,0.30000000000000004,raw_EIS_plotting/TC23LFP04/auxiliary/20231113_TC23LFP04_3455mV_25gradC_EIS.csv,20231113_TC23LFP04_3455mV_25gradC_EIS.csv,TC23LFP04,LFP,lithium-ion,25.0,3.455,0.03136289305493596,0.4516636143878247,0.30000000000000004,0.773406665291644,False
randles_cpe,True,0.10889764197431087,True,0.0012157201296945142,4,6,6,0.012828513627434349,0.004275283978009893,3.2378270292106635,,0.7816361595018261,raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2343mV_25gradC_EIS.csv,20231113_TC23LTO04_2343mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.343,,,,,False
randles_cpe_warburg,True,0.09926322880204494,True,5.423043554937624e-06,5,8,8,0.012837057150846466,0.002952301654891397,0.6742778426648849,0.0019207335041688959,0.9999999999999993,raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2343mV_25gradC_EIS.csv,20231113_TC23LTO04_2343mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.343,,,,,False
two_arc_cpe,True,0.10409555486569674,True,0.0,7,8,8,0.012782057458998092,0.0022346773518691957,0.6685892538141509,,0.5902345760621517,raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2343mV_25gradC_EIS.csv,20231113_TC23LTO04_2343mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.343,0.004476678571931529,99.99999998075116,0.9999999999998572,0.5902345760621517,False
two_arc_cpe_warburg,True,0.0992632288084482,True,1.2627450736554773,8,10,10,0.011003962667407588,0.0018330945100131606,1.0000000006542254e-08,0.001920733442618758,0.3000000000001243,raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2343mV_25gradC_EIS.csv,20231113_TC23LTO04_2343mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.343,0.0029523017240477532,0.6742779545406756,0.3000000000001243,0.9999999999999944,False
randles_cpe,True,0.11101228235789819,True,0.001682952344497129,4,6,6,0.012898250005599148,0.003754798532929536,2.340384482366938,,0.8339253717740838,raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2345mV_25gradC_EIS.csv,20231113_TC23LTO04_2345mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.345,,,,,False
randles_cpe_warburg,True,0.10202337292560776,True,2.872129074296308e-06,5,8,8,0.012876438768378119,0.002662288133943574,0.6822455491455183,0.0017988455109515628,0.9999999999999856,raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2345mV_25gradC_EIS.csv,20231113_TC23LTO04_2345mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.345,,,,,False
two_arc_cpe,True,0.1108298501878899,True,0.5318830394604772,7,8,8,0.0064963858318054755,0.006354355848853079,1.000000000000002e-08,,0.30000000000000004,raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2345mV_25gradC_EIS.csv,20231113_TC23LTO04_2345mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.345,0.009718228819005966,99.99999444327135,0.30000000000000004,0.3197907838059737,False
two_arc_cpe_warburg,True,0.1020233729503796,True,0.6217819143754233,8,10,10,0.009277342207464775,0.0035990965082307613,1.0000000133263735e-08,0.0017988455500108098,0.3001768528994241,raw_EIS_plotting/TC23LTO04/auxiliary/20231113_TC23LTO04_2345mV_25gradC_EIS.csv,20231113_TC23LTO04_2345mV_25gradC_EIS.csv,TC23LTO04,LTO,lithium-ion,25.0,2.345,0.002662288106780797,0.6822453786152151,0.3001768528994241,0.999999999980508,False
